hotel_name,name,rating,review
RedDoorz Plus near Paragon Mall Semarang,Mashudi Dewantara,4.0,"(Translated by Google) For a place not far from the city center If you take grab to Simpang Lima, you only need to pay 22-24 thousand on July 4, 2022. Can be for families too. Spacious room Facilities there are TV, double twin beds, hot water works. Mines the location is near the garbage collection, if you leave the lobby the smell of garbage from the front shelter of the hotel smells very strong. If the garbage collection wasn't there, it might be fresher. (Original) Untuk tempat tidak jauh dari pusat kota Jika naik grab ke simpang lima hanya butuh bayar 22-24 rb tertanggal 4 Juli 2022. Bisa untuk keluarga juga. Kamar luas Fasilitas ada TV, kasur twin double, air panas berfungsi. Mines lokasi dekat penampungan sampah, jika keluar lobby bau sampah dari penampungan depan hotel bau sekali menyengat. Andai penampungan sampah tidak disitu mungkin lebih freshh."
RedDoorz Plus near Paragon Mall Semarang,Ulfa Mariana,1.0,"(Translated by Google) I really regret booking online and paying online at this hotel because we can't enter until the morning even though we are just waiting for the train, we should be able to change rooms or if the room I'm booking is full, it can be transferred to another room, I'll add it. Ordered online but we want to complain, we don't have a phone number that can be contacted. Because my husband entered the wrong date, he wanted to give a note but there was no place to write a note. I don't think this hotel is really recommended, it's very disappointing. The service is also not friendly. We just need a place to replace the child who has diarrhea. I have paid for the room just because I'm waiting to check in like this, right, we should be able to exchange it. It's also their fault why there is no facility for notes or memos for orders and not equipped with a telephone number. It's not a blessing, the king thinks we came with two babies, our rights, we ask for it, we can't want to add money to change rooms, it's also not allowed. Anyway, one word is really bad service. We are far from West Kalimantan just waiting for the train departure schedule (Original) Nyesel banget dah boking online dan bayar online di hotel ini Krn kita sampe pagi mau masuk gak boleh padahal kami hanya nunggu kereta seharusnya kan bisa tukar kamar atau kalo kamar yg sy boking penuh kan bisa dialihkan ke kamar lain sy nambah. Pesan online tapi kami mau komplain gak dilengkapi no telp yg bisa dihubungi Krn suami boking ketikkan tanggal salah mau dikasih catatan tapi gak ada tempat untuk tulis catatan. Menurutku gak rekomended banget deh hotel ini sangat mengecewakan. Pelayanannya juga gak ramah. Kami hanya butuh tempat untuk gantikan anaknyg lagi diare kamar sudah sy bayar hanya karena nunggu cek in aja kayak gini kan seharusnya bisa tukar. Salah mereka juga kenapa gak ada fasilitas catatan atau memo dipesanan dan gak dilengkapi no telp. Gak berkah bener2 raja teka kami datang dg dua bayi hak kami kami minta juga gak boleh mau ditambahin uang untuk tukar kamar juga gak boleh. Pokoknya satu kata jelekkkk banget pelayanannya. Kami jauh2 dari Kalbar hanya nunggu jadwal keberangkatan kereta 😤"
RedDoorz Plus near Paragon Mall Semarang,Cindy else,5.0,"(Translated by Google) Room quality is above average, and most impressive is the quality of service 👍🏼👍🏼 they are charming, helpful... Keep it up the best. About the food, just average. Regarding the environment, for me it is perfect. Not in a crowded place, more to enough and good for rest, wide open air with green trees, I like it. Not too far to town and easy to find food around. (Original) Kualitas kamar di atas rata-rata, dan yang paling mengesankan adalah kualitas layanan 👍🏼👍🏼 mereka menawan, membantu... Pertahankan yang terbaik. Tentang makanan, hanya rata-rata. Mengenai lingkungan, bagi saya itu sempurna. Tidak di tempat keramaian, lebih ke cukup dan bagus untuk istirahat, udara terbuka yang luas dengan pepohonan hijau, saya menyukainya. Tidak terlalu jauh untuk kota dan mudah untuk menemukan makanan di sekitar."
RedDoorz Plus near Paragon Mall Semarang,Jeng Titi,5.0,"(Translated by Google) The rooms are good, especially those with mezzanines, the children like it, the rooms are clean, the air conditioner is cold, only the service is lacking for ordering / ordering food only if it's for dinner, so we don't starve hehehe (Original) Kamarnya bagus apalagi yang ada mezaninnya anak"" suka, kamarnya bersih, ac dingin, hanya kurang layanan pesanan / order makanan saja kalau buat malem, biar kita gak kelaperan hehehe Food & drinks: Kalau bisa diadain sarapan, atau paling gak kalau malam bisa ada layanan pesan makanannya"
RedDoorz Plus near Paragon Mall Semarang,Osa Wuriyanti,5.0,"(Translated by Google) Comfortable rooms with cold air conditioning, convenient parking, affordable prices. Very suitable for staycation/vacation. Hurry up to book at 082131462616 (Original) Kamar nyaman ac dingin, parkirnya juga nyaman, harga terjangkau. Cocok banget dipakai staycation/liburan. Buruan booking di 082131462616"
RedDoorz Plus near Paragon Mall Semarang,Afung Fajar,2.0,"(Translated by Google) Look for an active receptionist. Don't be passive. The payment is made easy, what's the difference between cash and online? It's not like that at other red doors. Finally canceled the stay. Already the fo is passive. paying is not easy. (Original) Cari karyawan resepsionis itu yg aktif . Jangan pasif .pembayarannya itu dibuat mudah ngapain di beda bedan kan cash dengan online . Di red door lain gak spt itu. Akhirnya batal menginap. Sudah fo nya pasif. ÷ bayarnya gak mudah."
RedDoorz Plus near Paragon Mall Semarang,Maya Amaliya,4.0,"(Translated by Google) Hello, do you need a place to stay for a staycation or need a place to stay when you are working outside. Let's make a reservation at the official reddoorz reseller. Reservations at redseller can get a cheaper price from the application. Those who want to ask questions can directly chat with the admin. We serve reservations for reddoorz throughout Indonesia. So what are you waiting for, just chat Admin 085794937621 / 087719473719 (Original) Hallo, butuh tempat stay buat staycation atau butuh tempat stay pas tugas luar. Yuk reservasi di redseller resmi reddoorz. Reservasi di redseller bisa dapat harga yang lebih murah dari aplikasi. Yang mau tanya2 bisa langsung chat admin aja. Kita melayani reservasi untuk reddoorz seluruh Indonesia. Jadi tunggu apalagi, langsung chat aja Admin 085794937621 / 087719473719"
RedDoorz Plus near Paragon Mall Semarang,Kristina Indah Puspita,5.0,"(Translated by Google) comfortable rooms at affordable prices, okay facilities and very good service. booking is cheaper and easier hub. 085608797727 (Original) kamar nyaman harga terjangkau, fasilitas oke serta pelayanan yang sangat baik. booking lebih murah dan mudah hub. 085608797727"
RedDoorz Plus near Paragon Mall Semarang,Indah Safitri,4.0,"(Translated by Google) The hotel is easy to find but it is located closer to Citraland than to Paragon still 15 minutes from the hotel. It is strategically located near the city near Indomaret, finding food is very easy. Walk until the hotel is close to the Paimo Leker. When entering the hotel room, it was clean, it was just that there was no foot mat for the pillow, it was time to replace it because it was deflated. The bathroom doesn't smell good, the water for the closet is a little clogged, it needs to be fixed. There are no tea coffee drinks, water heaters and refrigerators. The room I chose was up the stairs. The room above the bathroom below. For the lazy mageran it feels to go up and down the stairs. Not suitable if you bring children afraid of falling. Overall good at affordable prices. (Original) Hotel mudah dicari tetapi letaknya lebih dekat ke citraland daripada ke paragon masih 15menitan dari hotel. Letaknya stategis dekat kota dekat indomaret cari makan mudah sekali. Jalan kaki sampai hotel ini dekat dengan leker paimo. Ketika masuk kamar hotel bersih hanya saja tidak ada keset kaki bantal sudah saatnya diganti karena kempes. Kamar mandi kurang wangi, air untuk closet sedikit mampet perlu diperbaiki. Tidak ada minuman teh kopi alat pemanas air dan kulkas. Kamar yang saya pilih modelnya naik tangga. Kamar diatas kamar mandi dibawah. Untuk kaum mageran malas rasanya untuk naik turun tangga. Kurang cocok kalo bawa anakanak takut jatuh. Secara keseluruh baik dengan harga murah terjangkau."
RedDoorz near Gajahmungkur Semarang,Chester Wardhana,5.0,"such a great place to lay low after a long trip, a simple room with air conditioning is enough for a little rest, with the price as well, it's perfectRooms: 4/5 | Service: 5/5 | Location: 3/5 …More"
RedDoorz near Gajahmungkur Semarang,B b,4.0,"Good place to stay, really quiet, good ambience. Nice and friendly staffs, they always ask us if we need something. But the water heater was always be noisy, the air conditioner didn't work well, and no water spray at the toilet room."
RedDoorz near Gajahmungkur Semarang,Nur Basuki Rachmanto,3.0,"The staff are friendly & helpful, but the rooms are too small & a bit untidy. Moreover, the location is far from foodstalls. We relied heavily on food deliveries while staying there."
RedDoorz near Gajahmungkur Semarang,Heru Tjahjono,5.0,Mediocre
RedDoorz near Gajahmungkur Semarang,"Ahmat Jamroni, S. Pd",5.0,Good
RedDoorz near Gajahmungkur Semarang,Prasetyo Widhi,5.0,Good Hotel
RedDoorz near Gajahmungkur Semarang,Amajida Ghassani Aysa,4.0,Hidden gem
RedDoorz near Gajahmungkur Semarang,Tia Amy,4.0,"(Translated by Google) pluses: - until the AC room is cold - towels available, 330 ml mineral water 2 pcs, amenities and clean sheets - available wifi - easy check in check out (don't forget to bring your sim identity or ktp) - fast service - clean toilets, hot water is enough to just set it up - available dispenser, coffee and tea (24 hours, in the lobby) - there is a separate helmet minuses: - the corner of the wall still has sawang please clean it - the iron cot, please pay attention, there is often friction at the iron meeting, the husband is squeezed - room number 15 is difficult to get wifi because it's in the corner - the tv that was tried before couldn't work after talking to the receptionist right away - there is only 1 towel, usually reddoorz gives 2 towels if 2 adults stay (Original) plus : - sampai kamar ac sudah dingin - tersedia handuk, air mineral 330ml 2 pcs, amenities dan sprei yg bersih - tersedia wifi - check in check out mudah (jangan lupa bawa identitas sim atau ktp) - pelayanan gercep - toilet bersih, air panas cukup tinggal disetting aja - tersedia dispenser, kopi dan teh (24 jam, di lobby) - ada tempat helm tersendiri minus : - pojok dinding msh ada sawang tolong dibersihkan - dipan dari besi tolong diperhatikan lg sering ada gesekan di pertemuan besi, suami sempet terjepit - kamar no 15 susah dapat wifi karna dipojok - tv yang tadinya dicoba tidak bisa setelah ngomong ke resepsionis lgsg dibenerin - handuk cuma ada 1, biasanya reddoorz ngasih 2 handuk kalo yg menginap 2 orang dewasa"
RedDoorz near Gajahmungkur Semarang,Adhie Paryandhito,4.0,"(Translated by Google) The rooms are decent, for entertainment (TV) only local channels, the bathroom is okay, only the closet in my room is not comfortable to use, because it shakes, like cement doesn't stick there. (Original) Kamar lumayan, utk hiburan (TV) hanya channel lokal saja, kamar mandi lumayan, hanya closet kamar saya saja yg tidak nyaman digunakan, karena goyang, seperti semen tidak melekat disana."
RedDoorz near Gajahmungkur Semarang,Bayu Adi,4.0,"(Translated by Google) The service is great, but room no. 13 the water heater sounds like a rat pinched and laughing sundelbolong. Brrrrr because I'm so tired that I don't want to change rooms. (Original) Servis ajib, namun kamar no 13 water heater ny bunyi2 kayak tikus kejepit dan ketawa sundelbolong. Brrrrr karena sampe udah capek bnget jadi gak req pindah kamar."
RedDoorz near Gajahmungkur Semarang,RangGa Pratama Tanjaya,5.0,"(Translated by Google) Really like this hotel, you won't choose the wrong point, a recommendation from the super friendly Sales 085877756094 you won't regret staying here, very recommended, thank you Sales for recommending and helping make reservations at this the best hotel for me and my family ☺️🙏 (Original) Suka banget dengan Hotel ini, ga bakal salah pilih pokok nya, rekomendasi dari Sales yang super ramah 085877756094 gak bakal nyesel nginep disini, sangat rekomended, terima kasih Sales yang sudah rekomendasikan dan bantu reservasikan di hotel the best ini untuk saya dan keluarga ☺️🙏"
RedDoorz near Gajahmungkur Semarang,FKAM BREBES OFFICIAL,5.0,"(Translated by Google) Cheap and comfortable place. The owner is a doctor, but has died. The atmosphere is like in the 80s, especially the inside of the house, there is a garden and an outdoor dining table... (Original) Murah dan nyaman tempatnya. Pemiliknya adalah seorang dokter, namun sudah wafat. Suasananya seperti di era 80an, terutama bagian dalam rumahnya, ada taman dan meja makan outdoor..."
RedDoorz near Gajahmungkur Semarang,Osa Wuriyanti,5.0,"(Translated by Google) Friendly service, comfortable rooms, beautiful atmosphere, recommended prices. Very suitable for staycation. Hurry up to book at 082131462616 (Original) Pelayanan ramah, kamar terasa nyaman, suasana asri, harga recomended. Cocok banget dipakai staycation. Buruan booking di 082131462616"
RedDoorz near Gajahmungkur Semarang,FY Widodo,4.0,"(Translated by Google) Less routine maintenance Cots are still in the 90's It's time for bed sheets and blankets to rest The bathroom handle can no longer be used, only half. (Original) Pemeliharaan kurang rutin Dipan masih jaman th 90 Sprei dan selimut sudah saatnya di istirahatkan Handle kamar mandi sudah tidak bisa digunakan tinggal setengah."
RedDoorz near Gajahmungkur Semarang,Viola Julietta,3.0,"(Translated by Google) It&#39;s okay to stay when all hotels are full if the hot water is not adequate, it's okay if there is no water heater. Not be forced. (Original) Lumayan lah buat tinggal pas semua hotel penuh 😭 kalo air panas gak memadai gapapa kok kalo gak ada water heater. Jangan dipaksakan."
RedDoorz near Gajahmungkur Semarang,Kristina Indah Puspita,5.0,"(Translated by Google) Very comfortable accommodation at a very affordable price. The facilities are really good, the service also doesn't disappoint. Easy cheap and fast booking can get a reseller hub 085608797727 (Original) penginapan yang sangat nyaman dengan harga yang sangat terjangkau. Fasilitas yang oke banget, pelayanan juga tidak mengecewakan. Booking mudah murah dan cepat dapat hub reseller 085608797727"
RedDoorz near Gajahmungkur Semarang,PONCO EGUH S,5.0,(Translated by Google) Price is very cheap : 150 thousand to 200 thousand an. You can get the following facilities: air conditioning TV Hot water Wifi (Original) Harga sangat terjangkau : 150rb s/d 200rb an. Sdh dapat fasilitas : AC TV Air panas Wifi
RedDoorz near Gajahmungkur Semarang,Eko Prasetyo,5.0,"(Translated by Google) A clean and beautiful place is also close to the town square of Semarang, namely Simpang Lima. It's also safe, for those who work, it's very suitable (Original) Tempat yang bersih asri juga dekat dengan alun alunya kota semarang, yaitu simpang lima. Juga aman, buat yang becpeker sangat cocok"
RedDoorz near Gajahmungkur Semarang,Amgas putra,4.0,"(Translated by Google) The place is far from the main road, so access to food and the atmosphere of the city of Semarang is lacking🙂🙂 (Original) Tempatnya jauh dari jalan utama, jadi akses untuk makanan dan suasana kota semarang kurang🙂🙂"
RedDoorz near Gajahmungkur Semarang,alika rahma,5.0,"(Translated by Google) Cheap, clean and comfortable lodging, quite strategic location. I contacted this reseller 082139819879 (Original) Penginapan murah, bersih dan nyaman, letak cukup strategis. Saya menghubungi reseller ini 082139819879"
RedDoorz near Gajahmungkur Semarang,Prayugo CA,3.0,"(Translated by Google) the place is beautiful, suitable for a low budget, the guards are friendly. the only minus is the room is dirty, a lot of dust between the walls. the ac has just been cold even though it has been set. the hot water is not that hot and the hot water machine is noisy sometimes by itself. the conclusion is okay (Original) tempatnya asri, cocok untuk low budget, penjaganya ramah2. minusnya cuman kamarnya kotor, banyak debu di sela2 dinding. ac nya lama baru dingin padahal sudah disetting. air panasnya ga begitu panas dan mesin air panasnya berisik kadang2 bunyi sendiri. kesimpulannya lumayan aja"
RedDoorz near Gajahmungkur Semarang,Kristoffer Bakken,5.0,"(Translated by Google) the place is very comfortable. clean location in the middle of the city of Semarang. Get a special price from the admin, this is the admin's recommendation, the number to call is 0878217821219. (Original) tempatnya nyaman banget. bersih lokasinya di tengah kota semarang. dapet harga special price dari adminya loooh ni rekomen adminya nomer yang di hubungi 0878217821219."
RedDoorz near Gajahmungkur Semarang,Wawan Setiawan,5.0,"(Translated by Google) The place, comfortable even though the room is a bit cramped. (Original) Tempatnya, nyaman walaupun kamarnya agak sempit."
RedDoorz near Gajahmungkur Semarang,endang susanti,5.0,"(Translated by Google) This place is recommended for a minimal budget comfortable inn .... Too bad the hot water doesn't want to come out. The rooms are not spacious but homey... The guard is also good... Unfortunately it's a bit difficult to find food... I'm looking for goofood... For info, this inn is not far from the police school (Original) Rekomended tempat ini penginapan nyaman budget minim.... Sayang air panas ngk niat keluarnya. Kamarnya emang ngk luas tapi homey... Yg jaga juga baik... Sayangnya mau cari makan agak susah ya... Ngandelin goofood dah... Utk info penginapan ini tdk jauh dari sekolah polisi"
RedDoorz near Gajahmungkur Semarang,Galih Pambudi,4.0,"(Translated by Google) The bathroom is noisy There is no water heater for drinking Cozy and tidy place Attractive atmosphere, friendly and polite service (Original) Kamar mandi keranya berisik Gak ada pemanas aiir buat minum Tmpat nyaman dan rapii Suasana menarik pelayanan ramah dan sopan"
RedDoorz near Gajahmungkur Semarang,Dine Wahyu,4.0,"(Translated by Google) Close to the house, on Jalan Merapi. So when there are guests, you can deposit them here. For a very affordable price, ordering, checkin and checkout is very easy .. The officers are all friendly. For the rooms, maybe some need to be painted or repaired because there is peeling wood. Others are ok, calm and can rest comfortably. Got breakfast from catering, and it was more than expected. Thank you (Original) Dekat dengan rumah, di jalan Merapi. Jadi pas ada tamu bisa diinepin disini. Untuk harga sangat terjangkau, pemesenan, checkin dan checkout sangat mudah.. Petugasnya semua ramah. Untuk kamar mungkin beberapa perlu di cat atau diperbaiki karena ada kayu yg mengelupas. Lainnya ok kok, tenang dan bisa istirahat dgn nyaman. Dapet sarapan dari catering, dan lebih dr ekspektasi. Terimakasih"
RedDoorz near Gajahmungkur Semarang,Marnani Anik,5.0,(Translated by Google) Lodging feels like home...safe...clean...👍👍 (Original) Penginapan serasa rumah sendiri...aman ..bersih...👍👍
RedDoorz near Gajahmungkur Semarang,Septian Nur afifah,3.0,"(Translated by Google) I'm a bit disappointed, book here. I'm in room 11. Most of the minuses, fortunately the guards are really good. Minus: Bathroom: hot water doesn't work, shower can't be installed on top, the toilet flush doesn't work. Can you imagine what if you want to poop? Room: AC is not too cold, mattress is hard, bed is made of iron. The night light also can't be turned on. There is a water leak on the bed Please, the owner to pay attention to the place again. This is really problematic room no. 11. I don't know if the other rooms have problems or not. (Original) Agak kecewa banget sih, booking disini. Aku di kamar 11. Kebanyakan minusnya, untung penjaganya baik banget. Minusnya : Kamar mandi : air panas ga berfungsi, pancuran ditaro gitu aja ga bisa dipasang diatas, flush toilet ga berfungsi. Kebayang kan kalo mau poop gimana? Kamar : AC ga terlalu dingin, kasur keras, ranjangnya dari besi. Lampu tidur juga ga bisa dinyalain. Ada bekas bocor air di atas ranjang Tolong dong, pemiliknya supaya memperhatikan lagi tempatnya. Ini bermasalah banget kamar no. 11. Aku gatau sih kamar lain bermasalah juga apa ga."
RedDoorz near Gajahmungkur Semarang,Setyawan Adi,4.0,"(Translated by Google) Yesterday I stayed here through my subscription sales, thank you, it was really helpful, 0895 1234 8334 I hope it helps friends 🙏 (Original) Kemaren nginep dsni lewat sales langganan aku, thankyu membantu banget, 0895 1234 8334 semoga membantu teman-teman 🙏"
RedDoorz near Gajahmungkur Semarang,Raviv Zacky,4.0,(Translated by Google) Maybe I'm just bad at getting a room with dirty walls. But in terms of comfort and service it's quite good (Original) Mungkin saya lagi apes aja dapetnya kamar yang temboknya kotor. Tapi dari segi kenyamanan dan pelayanan cukup baik
RedDoorz near Gajahmungkur Semarang,Gopar Gopar,5.0,(Translated by Google) A place that is an inn that is not too big with an affordable budget in the Semarang area (Original) Tempat yang penginapan yang gak terlalu besar dengan budget yang terjangkau di area semarang
RedDoorz near Gajahmungkur Semarang,Rima Ngindia,5.0,"(Translated by Google) The place is cool, comfortable, cs, the rooms are also good, the air conditioner is functioning properly, the place is also clean (Original) Tempatnyaa sejuuukk nyamann cs nya ramaaahhh kamarnyaaa juga bagus ac berfungsi dengan baik , tempatnya juga bersihh"
RedDoorz near Gajahmungkur Semarang,Alvira Maharani Viova,4.0,"(Translated by Google) Sweet home hotel. Low-budget hotel and feel at home because it does join the owner's house but the owner is very friendly, kind, and not complicated. The staff is also very helpful. I stayed 2 days here and I borrowed a motorbike to buy it by. Thank you all😊😊 God willing, if I had the chance to stop by again (Original) Hotel sweet home. Hotel low budget dan berasa dirumah sendiri karna memang gabung dengan rumah pemiliknya tapi pemiliknya sangat ramah, baik, dan ga ribet. Staff nya juga sangat membantu. Saya nginep 2hari disini sempat dipinjemin motor untuk beli oleh oleh. Terimakasih semua😊😊 insyaAllah kalo sempat akan mampir lagi"
RedDoorz near Gajahmungkur Semarang,Siti Yulikah,5.0,(Translated by Google) Joss what a place(Original)Joss sekali tempat nyaRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
RedDoorz near Gajahmungkur Semarang,Aji Nugroho,5.0,"(Translated by Google) Clean, comfortable place for families, away from the crowds, (Original) Tempat bersih, nyaman buat keluarga, jauh dari keramaian,"
RedDoorz near Gajahmungkur Semarang,INDO VALAS,3.0,"(Translated by Google) The atmosphere is quite quiet and calm, the shady yard is good for resting (Original) Suasananya cukup hening dan tenang ,halaman yang rindang bagus untuk istirahat"
RedDoorz near Gajahmungkur Semarang,Mochammad Yusuf Jaya,5.0,(Translated by Google) The place is nice and the prices are affordable the guards are friendly and polite (Original) Tempatnya bagus dan harga yg terjangkau penjaga nya ramah dan sopan
RedDoorz near Gajahmungkur Semarang,Muslimatul _87,5.0,(Translated by Google) The service here is super friendly and very helpful. The room is clean and comfortable. The concept of the hotel is beautiful even in the middle of the city. Overall okay (Original) Pelayanan disini super ramah dan sangat membantu. Kamar bersih dan nyaman. Konsep hotel nya asri walaupun di tengah kota. Overall oke
RedDoorz near Gajahmungkur Semarang,merapi resident,5.0,(Translated by Google) Receptionis Staff Super Friendly ... Clean and Comfortable Rooms ... There is an Open Garden Front Room (Like Staying in a Villa) ... Free Wifi ... Hot Water ... Overseas Cable TV ... (Original) Staff Receptionis Super Ramah... Kamar Bersih dan Nyaman... Ada Taman Terbuka Depan Kamar (Seperti Tinggal di Villa)... Wifi Gratis...Air Panas...TV Kabel Luar Negeri...
RedDoorz near Gajahmungkur Semarang,parman yogya,4.0,"(Translated by Google) Comfortable place, affordable price, still lots of cool trees, cold hot water available for bathing (Original) Tempat nyaman, harga terjangkau, sejuk masih banyak pohon, tersedia air panas dingin untuk mandi"
RedDoorz near Gajahmungkur Semarang,Inria Dina Rosa,5.0,"(Translated by Google) It's a cheap hotel, it's not crowded because there's a garden inside, there's the sound of gurgling water too.. (Original) Hotel murah meriah, ga sumpek krn ada taman di dalemnya, ada suara gemericik airnya jg.."
RedDoorz near Gajahmungkur Semarang,christian bayu,5.0,(Translated by Google) Clean and tidy. Affordable price. Only the front office girl is not friendly (Original) Bersih dan rapi. Harha terjangkau. Cuman front officenya yang cewek kurang ramah
RedDoorz near Gajahmungkur Semarang,Malla Mullu,5.0,"(Translated by Google) Friendly staff, clean, comfortable & beautiful place. 👍 It's just a suggestion to add the bolsters because I used to sleep hugging a bolt 😅 (Original) Pegawai ramah, tempat bersih, nyaman&asri. 👍 Cuma saran aja ditambahin guling soalnya biasa tidur meluk guling 😅"
RedDoorz near Gajahmungkur Semarang,Puguh Bayu Anggoro (Aang),5.0,(Translated by Google) Clean Comfortable Inexpensive Recommended Really good Friendly service (Original) Bersih Nyaman Murah Recommended Mantab pokoknya Pelayanan ramah
RedDoorz near Gajahmungkur Semarang,Syakila Salsabila,5.0,"(Translated by Google) The place is beautiful, not far from the city center. Easy access, to the city or toll entrances. (Original) Tempatnya asri, tidak jauh dari pusat kota. Akses mudah, untuk ke kota ataupun pintu masuk tol."
RedDoorz near Gajahmungkur Semarang,Mubarak 03,5.0,(Translated by Google) Near From City Center Friendly service Comfortable room Facilities according to the ad 2x Him here ... the service is getting better (Original) Dekat Dari Pusat Kota Pelayanan Ramah Kamar Nyaman Fasilitas sesuai Iklan 2x Nya ke sini...pelayanan makin baik saja
RedDoorz near Gajahmungkur Semarang,Hanez Denny,5.0,"(Translated by Google) The atmosphere is comfortable, quiet, the price fits in the pocket (Original) Suasana nyaman, tenang, harga pas di kantong"
RedDoorz near Gajahmungkur Semarang,Muslim Adhiwibowo,5.0,(Translated by Google) Fast service(Original)Pelayanan cepat
RedDoorz near Gajahmungkur Semarang,ng nurul,5.0,(Translated by Google) Love the old building house. Cheap. Cool atmosphere. (Original) Sukak rumah bangunan lama. Murah meriah. Suasana adem.
RedDoorz near Gajahmungkur Semarang,Akhmad Fauzan,4.0,(Translated by Google) Reasonable (Original) Lumayan Rooms: Perlu pembenahan
RedDoorz @ Jalan Majapahit Semarang,Eko Hariyadi,4.0,Ok
RedDoorz @ Jalan Majapahit Semarang,eddy pudjo,4.0,"(Translated by Google) The room is quite clean with accessories, the tv is good, only the bathroom km is not good, so the water pools in front of the door, there is hot water running well. (Original) Kamar cukup bersih dg aksesorisnya, tv bagus, hanya km mandinya pengerjaan lantai kurang bagus, jadi air menggenang depan pintu, ada air panas lancar baik."
RedDoorz @ Jalan Majapahit Semarang,Zulkarnain Febriansyah,3.0,(Translated by Google) Unfortunately the room I live in is not clean. It's better if the bathroom is flushed with disinfectant first before guests enter so it doesn't smell bad and in my room at 205 I didn't find an electric plug. Difficult to charge HP. The charge period must be in the bathroom. (Original) Sayang kamar yg saya tempati kurang bersih. Sebaiknya kamar mandi disiram desinfektan terlebih dahulu sebelum tamu masuk supaya tdk bau dan dikamar saya di 205 tdk mendapati steker listrik. Susah untuk charge HP. Masa chargenya harus di kamar mandi.
RedDoorz @ Jalan Majapahit Semarang,Rio Hermawan,5.0,"(Translated by Google) Hmmm, the hotel is simple, the location is strategic, the facilities & services are also really cool. Anyway, it's a great recommendation, if anyone wants to get rich, just contact this link via Whatsapp (081227560438) (Original) Hmmm, hotelnya simpel, lokasinya strategis, fasilitas & pelayanannya juga keren bgt. Pokoknya rekomendasi bgt lah, klo ada yang pgn dpt kaya gt langsung aja hub ini lwt Whatsapp (081227560438)"
RedDoorz @ Jalan Majapahit Semarang,Sheliena,1.0,"(Translated by Google) The transit experience here is 2 days, the service is lacking, the rooms on the second day are not cleaned at all even though they have asked to be cleaned, the hot water is off, the location is easy to find and strategic. (Original) Pengalaman transit di sini 2 hari, pelayanan kurang, kamar dihari yang ke dua tidak dibersihkan sama sekali padahal sudah minta untuk di bersihkan, air panas mati, lokasi mudah ditemukan dan strategis ."
RedDoorz @ Jalan Majapahit Semarang,zahra via,1.0,"(Translated by Google) the hotel does not recommend the service is not friendly, the ladies at the reception are bitchy when asked, they keep playing. basically it's not very satisfying, please from the reddors, employees like that must be fostered again!!!! (Original) hotel tidak rekomend pelayanan nya tidak ramah mbak2 yg di resepsionis judes kalo di tanya omongnya muter terus. pkoknya tidak memuaskan sekali tolong dri pihak reddors kariyawan yg seperti itu hrus dibina lagi!!!!"
RedDoorz @ Jalan Majapahit Semarang,Nu'man Ajhuri,5.0,"(Translated by Google) Incidentally, the room downstairs was a bit noisy with a lot of people going in and out of the hotel, the tv couldn't be turned on, they said the cable tv network was broken (Original) Kebetulan dapat kamer di bawah agak berisik dengan lalu lalang orang yang banyak keluar masuk hotel, tv ga bisa dinyalain katanya jaringan tv kabel rusak"
RedDoorz @ Jalan Majapahit Semarang,Muhammad Nur,5.0,"(Translated by Google) The bathroom water comes out very small, please install a water booster machine so that the water can come out big. Thank you (Original) Air kamar mandi keluar sangat kecil, mohon agar dipasang mesin air pendorong supaya air bisa keluar besar. Terima kasih."
RedDoorz @ Jalan Majapahit Semarang,Endang Muliawaty,2.0,"(Translated by Google) The room smells musty, not clean, lots of stains on the sheets. Tv can't be used, WiFi is not good (Original) Kamarnya bau pengap, kurang bersih, banyak noda di seprei. Tv tidak bisa digunakan, WiFi tidak bagus"
RedDoorz @ Jalan Majapahit Semarang,Raska 01,1.0,"(Translated by Google) the employee who is a naughty girl pays inappropriately... the hotel is very, very not recommended !!!! so bad (Original) pegawai ny yg cwe nakal bayar nya g sesuai...hotel sangat sangat tdk recomenn !!!! buruk sekaliiii"
RedDoorz @ Jalan Majapahit Semarang,suhita lestari,1.0,"(Translated by Google) This RedDoorz is NO RECOMENDITE..❗ SHADY ROOM CONDITIONS, THE ENVIRONMENT IS DIRTY and DIRTY, the bed linen and badcover are stinky and filthy, lots of cockroaches....., the service is NOT FRIENDLY and the rates are EXPENSIVE with such ""facts""...😏🤦‍♀️ I WILL NEVER STAY IN THIS HOTEL AGAIN WE ARE HUGE ""VERY DISAPPOINTED...❗❗❗"" (Original) RedDoorz ini NO RECOMENDITE..❗ Kondisi KAMAR yg KUMUH, lingkunganya KOTOR dan JOROK, sprei dan badcover BAU dan DEKIL, banyak KECOAAA....., pelayanan TIDAK RAMAH dan TARIFnya tergolong MAHAL dengan ""fakta"" yg begitu...😏🤦‍♀️ GA AKAN LAGI-LAGI DEH BERMALAM DI HOTEL INI KAMI SEROMBONGAN ""SANGAT KECEWAAAAA...❗❗❗"""
RedDoorz @ Jalan Majapahit Semarang,Nadia Maulanie,5.0,"(Translated by Google) clean rooms and the best place for a short break. I got a cheap price because I booked through sis Nanaya, here's the wa: 085894971366 (Original) kamar bersih dan best place buat istirahat sejenak. dapet harga murah krna booking lewat kak nanaya, nih wa nya : 085894971366"
